Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName,Asset_comment,Asset_building,Asset_floor,Asset_room,Asset_rack,Asset_rackunitheight,Asset_slot,Asset_port,Asset_region,Asset_division,Asset_department,Asset_address1,Asset_address2,Asset_city,Asset_state,Asset_zip,Asset_country,Asset_modelnumber,Asset_manufacturer,Asset_vendor,Asset_vendorphone,Asset_vendorfax,Asset_userlastmodified,Asset_lastmodifieddate,Asset_dateinstalled,Asset_lease,Asset_leaseexpires,Asset_supportphone,Asset_maintcontract,Asset_maintcontractexpires,Asset_username,Asset_password,Asset_enable,Asset_autoenable,Asset_connection,Asset_operatingsystem,Asset_cpu,Asset_ram,Asset_storagectrl,Asset_hdd1,Asset_hdd2,Asset_hdd3,Asset_hdd4,Asset_hdd5,Asset_hdd6,Asset_numpowersupplies,Asset_inputpower,Asset_additionalhardware,Asset_admin,Asset_snmpcommunity
SO18BPK1_POLE_1_SPL16_0,SO18BPK1_POLE_1_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92294770,-1.37925680,,,,,,,,Secondary splitter in SO18BPK1_POLE_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_1_SPL16_1,SO18BPK1_POLE_1_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92294770,-1.37925680,,,,,,,,Secondary splitter in SO18BPK1_POLE_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_2_SPL16_0,SO18BPK1_POLE_2_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92469490,-1.37973150,,,,,,,,Secondary splitter in SO18BPK1_POLE_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_2_SPL16_1,SO18BPK1_POLE_2_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92469490,-1.37973150,,,,,,,,Secondary splitter in SO18BPK1_POLE_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_3_SPL16_0,SO18BPK1_POLE_3_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92343530,-1.37626250,,,,,,,,Secondary splitter in SO18BPK1_POLE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_3_SPL16_1,SO18BPK1_POLE_3_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92343530,-1.37626250,,,,,,,,Secondary splitter in SO18BPK1_POLE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_4_SPL16_0,SO18BPK1_POLE_4_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92247940,-1.37409840,,,,,,,,Secondary splitter in SO18BPK1_POLE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_4_SPL16_1,SO18BPK1_POLE_4_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92247940,-1.37409840,,,,,,,,Secondary splitter in SO18BPK1_POLE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_5_SPL16_0,SO18BPK1_POLE_5_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92298190,-1.37389250,,,,,,,,Secondary splitter in SO18BPK1_POLE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_5_SPL16_1,SO18BPK1_POLE_5_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92298190,-1.37389250,,,,,,,,Secondary splitter in SO18BPK1_POLE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_6_SPL16_0,SO18BPK1_POLE_6_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92656800,-1.37185220,,,,,,,,Secondary splitter in SO18BPK1_POLE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_6_SPL16_1,SO18BPK1_POLE_6_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92656800,-1.37185220,,,,,,,,Secondary splitter in SO18BPK1_POLE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_7_SPL16_0,SO18BPK1_POLE_7_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92729690,-1.37528580,,,,,,,,Secondary splitter in SO18BPK1_POLE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_7_SPL16_1,SO18BPK1_POLE_7_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92729690,-1.37528580,,,,,,,,Secondary splitter in SO18BPK1_POLE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_8_SPL16_0,SO18BPK1_POLE_8_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92810420,-1.37490500,,,,,,,,Secondary splitter in SO18BPK1_POLE_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_8_SPL16_1,SO18BPK1_POLE_8_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92810420,-1.37490500,,,,,,,,Secondary splitter in SO18BPK1_POLE_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_9_SPL16_0,SO18BPK1_POLE_9_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92968240,-1.37407270,,,,,,,,Secondary splitter in SO18BPK1_POLE_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_9_SPL16_1,SO18BPK1_POLE_9_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92968240,-1.37407270,,,,,,,,Secondary splitter in SO18BPK1_POLE_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_10_SPL16_0,SO18BPK1_POLE_10_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.93009110,-1.37315650,,,,,,,,Secondary splitter in SO18BPK1_POLE_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_10_SPL16_1,SO18BPK1_POLE_10_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.93009110,-1.37315650,,,,,,,,Secondary splitter in SO18BPK1_POLE_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_11_SPL16_0,SO18BPK1_POLE_11_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92524010,-1.37241080,,,,,,,,Secondary splitter in SO18BPK1_POLE_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_11_SPL16_1,SO18BPK1_POLE_11_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92524010,-1.37241080,,,,,,,,Secondary splitter in SO18BPK1_POLE_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_12_SPL16_0,SO18BPK1_POLE_12_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92194920,-1.37416250,,,,,,,,Secondary splitter in SO18BPK1_POLE_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_12_SPL16_1,SO18BPK1_POLE_12_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92194920,-1.37416250,,,,,,,,Secondary splitter in SO18BPK1_POLE_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_13_SPL16_0,SO18BPK1_POLE_13_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92468610,-1.37144220,,,,,,,,Secondary splitter in SO18BPK1_POLE_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_13_SPL16_1,SO18BPK1_POLE_13_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92468610,-1.37144220,,,,,,,,Secondary splitter in SO18BPK1_POLE_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_14_SPL16_0,SO18BPK1_POLE_14_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92142910,-1.37276090,,,,,,,,Secondary splitter in SO18BPK1_POLE_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_14_SPL16_1,SO18BPK1_POLE_14_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92142910,-1.37276090,,,,,,,,Secondary splitter in SO18BPK1_POLE_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_15_SPL16_0,SO18BPK1_POLE_15_SPL16_0,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92103300,-1.37002340,,,,,,,,Secondary splitter in SO18BPK1_POLE_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_15_SPL16_1,SO18BPK1_POLE_15_SPL16_1,Default,SO18BPK1_CAB_0_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92103300,-1.37002340,,,,,,,,Secondary splitter in SO18BPK1_POLE_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_16_SPL16_0,SO18BPK1_POLE_16_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.93214210,-1.36992700,,,,,,,,Secondary splitter in SO18BPK1_POLE_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_16_SPL16_1,SO18BPK1_POLE_16_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.93214210,-1.36992700,,,,,,,,Secondary splitter in SO18BPK1_POLE_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_17_SPL16_0,SO18BPK1_POLE_17_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92671780,-1.36961630,,,,,,,,Secondary splitter in SO18BPK1_POLE_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_17_SPL16_1,SO18BPK1_POLE_17_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92671780,-1.36961630,,,,,,,,Secondary splitter in SO18BPK1_POLE_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_18_SPL16_0,SO18BPK1_POLE_18_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92482380,-1.37025370,,,,,,,,Secondary splitter in SO18BPK1_POLE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_18_SPL16_1,SO18BPK1_POLE_18_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92482380,-1.37025370,,,,,,,,Secondary splitter in SO18BPK1_POLE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_19_SPL16_0,SO18BPK1_POLE_19_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92649670,-1.37030220,,,,,,,,Secondary splitter in SO18BPK1_POLE_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_19_SPL16_1,SO18BPK1_POLE_19_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92649670,-1.37030220,,,,,,,,Secondary splitter in SO18BPK1_POLE_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_20_SPL16_0,SO18BPK1_POLE_20_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92786700,-1.37093820,,,,,,,,Secondary splitter in SO18BPK1_POLE_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_20_SPL16_1,SO18BPK1_POLE_20_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92786700,-1.37093820,,,,,,,,Secondary splitter in SO18BPK1_POLE_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_21_SPL16_0,SO18BPK1_POLE_21_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92954870,-1.37094400,,,,,,,,Secondary splitter in SO18BPK1_POLE_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_21_SPL16_1,SO18BPK1_POLE_21_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92954870,-1.37094400,,,,,,,,Secondary splitter in SO18BPK1_POLE_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_22_SPL16_0,SO18BPK1_POLE_22_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.93096410,-1.37328710,,,,,,,,Secondary splitter in SO18BPK1_POLE_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_22_SPL16_1,SO18BPK1_POLE_22_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.93096410,-1.37328710,,,,,,,,Secondary splitter in SO18BPK1_POLE_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_23_SPL16_0,SO18BPK1_POLE_23_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92198300,-1.37542820,,,,,,,,Secondary splitter in SO18BPK1_POLE_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_23_SPL16_1,SO18BPK1_POLE_23_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92198300,-1.37542820,,,,,,,,Secondary splitter in SO18BPK1_POLE_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_24_SPL16_0,SO18BPK1_POLE_24_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92553090,-1.37297610,,,,,,,,Secondary splitter in SO18BPK1_POLE_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_24_SPL16_1,SO18BPK1_POLE_24_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92553090,-1.37297610,,,,,,,,Secondary splitter in SO18BPK1_POLE_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_25_SPL16_0,SO18BPK1_POLE_25_SPL16_0,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92656740,-1.37242110,,,,,,,,Secondary splitter in SO18BPK1_POLE_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_25_SPL16_1,SO18BPK1_POLE_25_SPL16_1,Default,SO18BPK1_CAB_1_SPL8_0,testGponRequisition1,254.0.0.1,N,,SECONDARY_SPLITTER,,SOTN001,,,50.92656740,-1.37242110,,,,,,,,Secondary splitter in SO18BPK1_POLE_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
