Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName,Asset_comment,Asset_building,Asset_floor,Asset_room,Asset_rack,Asset_rackunitheight,Asset_slot,Asset_port,Asset_region,Asset_division,Asset_department,Asset_address1,Asset_address2,Asset_city,Asset_state,Asset_zip,Asset_country,Asset_modelnumber,Asset_manufacturer,Asset_vendor,Asset_vendorphone,Asset_vendorfax,Asset_userlastmodified,Asset_lastmodifieddate,Asset_dateinstalled,Asset_lease,Asset_leaseexpires,Asset_supportphone,Asset_maintcontract,Asset_maintcontractexpires,Asset_username,Asset_password,Asset_enable,Asset_autoenable,Asset_connection,Asset_operatingsystem,Asset_cpu,Asset_ram,Asset_storagectrl,Asset_hdd1,Asset_hdd2,Asset_hdd3,Asset_hdd4,Asset_hdd5,Asset_hdd6,Asset_numpowersupplies,Asset_inputpower,Asset_additionalhardware,Asset_admin,Asset_snmpcommunity
Fort_Widley_Rack1-PortsmouthRadio_DB8008_Silence_Switcher,755f7aa8-5a3d-41ee-8bfd-c6b5710350fe,ftwidley1,,,10.6.105.100,P,,,,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericProgramInputEquipment/AudioSwitch,755f7aa8-5a3d-41ee-8bfd-c6b5710350fe,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_DB9000-RX,dce07a03-ee7d-454f-ab7f-3dab9e153cef,campHill1,,,10.8.105.99,P,,,,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericProgramInputEquipment/IPAudioCodec,dce07a03-ee7d-454f-ab7f-3dab9e153cef,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_DB9000-RX,c8bf18d4-9b79-4340-8c98-766b46f7ff7b,rowridge1,,,10.7.105.99,P,,,,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericProgramInputEquipment/IPAudioCodec,c8bf18d4-9b79-4340-8c98-766b46f7ff7b,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_DB9000-RX,94544411-27fe-4ace-82b1-8fc3f90d4eb8,crabwoodFarm1,,,10.5.105.99,P,,,,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericProgramInputEquipment/IPAudioCodec,94544411-27fe-4ace-82b1-8fc3f90d4eb8,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_DB9000-RX,703c4254-aba0-49e5-ac42-af305f84ce01,ftwidley1,,,10.6.105.99,P,,,,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericProgramInputEquipment/IPAudioCodec,703c4254-aba0-49e5-ac42-af305f84ce01,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_Intel_Nuc,fab7dc13-ad1d-4db3-94eb-b4c4d9764612,campHill1,,,10.8.105.240,P,,,,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/SmallComputer,fab7dc13-ad1d-4db3-94eb-b4c4d9764612,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_Intel_Nuc,aa8fe1c2-dcec-4cfd-8f16-8e58e25fb05d,rowridge1,,,10.7.105.240,P,,,,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/SmallComputer,aa8fe1c2-dcec-4cfd-8f16-8e58e25fb05d,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_Intel_Nuc,36edc569-5100-4333-8fda-4ff331cb5be7,crabwoodFarm1,,,10.5.105.240,P,,,,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/SmallComputer,36edc569-5100-4333-8fda-4ff331cb5be7,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_Intel_Nuc,f84a6cee-7af5-46b8-a9d8-14f464c3e9d4,ftwidley1,,,10.6.105.240,P,,,,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/SmallComputer,f84a6cee-7af5-46b8-a9d8-14f464c3e9d4,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edatel_MDE-RCK-EDT-001_MDE-SWT-EDT-001,37508089-5623-4ec6-aa14-bf1cccf9ece5,Management_Network,,,192.168.100.2,P,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/Switch,37508089-5623-4ec6-aa14-bf1cccf9ece5,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edatel_MDE-RCK-EDT-001_MDE-SWT-EDT-002,e72e55f7-279b-45e9-9858-4167c316b84d,Management_Network,,,192.168.100.5,P,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/Switch,e72e55f7-279b-45e9-9858-4167c316b84d,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edatel_MDE-RCK-EDT-001_MDE-SWT-EDT-003,3d30a59b-f33b-404a-b287-8b5c8f197a82,Management_Network,,,192.168.100.9,P,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/Switch,3d30a59b-f33b-404a-b287-8b5c8f197a82,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
