Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName,Asset_comment,Asset_building,Asset_floor,Asset_room,Asset_rack,Asset_rackunitheight,Asset_slot,Asset_port,Asset_region,Asset_division,Asset_department,Asset_address1,Asset_address2,Asset_city,Asset_state,Asset_zip,Asset_country,Asset_modelnumber,Asset_manufacturer,Asset_vendor,Asset_vendorphone,Asset_vendorfax,Asset_userlastmodified,Asset_lastmodifieddate,Asset_dateinstalled,Asset_lease,Asset_leaseexpires,Asset_supportphone,Asset_maintcontract,Asset_maintcontractexpires,Asset_username,Asset_password,Asset_enable,Asset_autoenable,Asset_connection,Asset_operatingsystem,Asset_cpu,Asset_ram,Asset_storagectrl,Asset_hdd1,Asset_hdd2,Asset_hdd3,Asset_hdd4,Asset_hdd5,Asset_hdd6,Asset_numpowersupplies,Asset_inputpower,Asset_additionalhardware,Asset_admin,Asset_snmpcommunity
SO18BPK1_POLE_0091_SPL16_0001,SO18BPK1_POLE_0091_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0007,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.932793,-1.3686374,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,76fa826e-852f-45bd-b75d-0c9136c0fcc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0092_SPL16_0002,SO18BPK1_POLE_0092_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0007,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.932606,-1.3691522,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,d323a4f4-bcd9-4351-8b0c-f8e1cbd3ec77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_CAB_0003_SPL8_0001,SO18BPK1_CAB_0003_SPL8_0001,Default,SOTN001_OLT_0102,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924828,-1.3797977,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,a1cc9770-2e9c-4f9c-9ed6-7e280e05cc2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0066_SPL16_0002,SO18BPK1_POLE_0066_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0001,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92483,-1.3801565,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,70c7f76d-4516-457f-b32b-5347c36a1a49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0067_SPL16_0001,SO18BPK1_POLE_0067_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0001,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.928413,-1.3785721,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,48261ede-3171-4738-bf24-ea9a108223bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0066_SPL16_0001,SO18BPK1_POLE_0066_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0001,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92483,-1.3801565,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,89d672bb-5ce3-48ab-8bb4-bd9087a62ec8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0067_SPL16_0002,SO18BPK1_POLE_0067_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0001,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.928413,-1.3785721,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,817a9b6d-b733-4f7b-8829-5db5edaae5e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0068_SPL16_0001,SO18BPK1_POLE_0068_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0001,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.927765,-1.3785665,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,360fe59d-abc6-4aa5-92e5-933603f0153d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0065_SPL16_0002,SO18BPK1_POLE_0065_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0001,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924866,-1.3797576,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,220c2df3-2d29-4cb8-86c4-fe02ce336457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0065_SPL16_0001,SO18BPK1_POLE_0065_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0001,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924866,-1.3797576,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,4a89b799-7730-46c5-9183-eac781ad3efb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0068_SPL16_0002,SO18BPK1_POLE_0068_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0001,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.927765,-1.3785665,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,1526f6dc-481e-469a-a851-c9c63d446ed2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_CAB_0003_SPL8_0005,SO18BPK1_CAB_0003_SPL8_0005,Default,SOTN001_OLT_0102,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924828,-1.3797977,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,730e36a4-c6f6-49e4-b9d2-adc9f60a2dde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0082_SPL16_0002,SO18BPK1_POLE_0082_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0005,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92638,-1.3754689,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,5fdb7a6d-d7c7-4078-a118-366504ebe3b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0081_SPL16_0002,SO18BPK1_POLE_0081_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0005,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.926476,-1.3749696,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,568a30de-7102-4780-9c72-ee2483dfacdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0081_SPL16_0001,SO18BPK1_POLE_0081_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0005,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.926476,-1.3749696,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,28d0ae58-8979-415f-b120-8375504ec9ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0084_SPL16_0001,SO18BPK1_POLE_0084_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0005,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924175,-1.37636,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,10545616-deb8-4da1-a7d9-18abd4d5c296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0083_SPL16_0001,SO18BPK1_POLE_0083_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0005,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.923653,-1.3750927,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,f2186408-2db9-494a-8571-347e0f1c0713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0082_SPL16_0001,SO18BPK1_POLE_0082_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0005,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92638,-1.3754689,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,65e29c65-0058-4d65-a240-80eb1f8a9102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0084_SPL16_0002,SO18BPK1_POLE_0084_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0005,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924175,-1.37636,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,d30312db-2287-47de-bab7-a7f3352ea0d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0083_SPL16_0002,SO18BPK1_POLE_0083_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0005,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.923653,-1.3750927,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,69c81d17-d0a7-49d4-9bfb-5c090c2ad294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_CAB_0003_SPL8_0002,SO18BPK1_CAB_0003_SPL8_0002,Default,SOTN001_OLT_0102,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924828,-1.3797977,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,938c4821-f031-4267-8a0e-1df423ee2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0070_SPL16_0002,SO18BPK1_POLE_0070_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0002,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.93391,-1.3692911,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,7423167c-9d9f-4749-bc09-0d90a92d865a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0070_SPL16_0001,SO18BPK1_POLE_0070_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0002,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.93391,-1.3692911,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,d44bb16b-acbb-48ab-a843-331b3b200b28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0069_SPL16_0001,SO18BPK1_POLE_0069_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0002,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.927765,-1.3785665,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,11b74fbf-fbff-4a5c-988d-2ad874881ae9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0071_SPL16_0001,SO18BPK1_POLE_0071_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0002,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.922565,-1.376644,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,2add376c-50a8-4835-9b5d-b241bbf59320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0071_SPL16_0002,SO18BPK1_POLE_0071_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0002,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.922565,-1.376644,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,6b2dabde-0446-4054-8e43-c3fdcab80267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0072_SPL16_0002,SO18BPK1_POLE_0072_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0002,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92326,-1.3773034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,508f7e89-1074-4c69-8880-a8d24055fa78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0069_SPL16_0002,SO18BPK1_POLE_0069_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0002,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.927765,-1.3785665,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,5ddba313-6d43-4740-a62e-919c98610dcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0072_SPL16_0001,SO18BPK1_POLE_0072_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0002,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92326,-1.3773034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,595128f0-8bc0-4155-867f-e3c633cfb319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_CAB_0003_SPL8_0008,SO18BPK1_CAB_0003_SPL8_0008,Default,SOTN001_OLT_0102,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924828,-1.3797977,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,55e73457-6400-469f-abf2-cd920000c5c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0093_SPL16_0002,SO18BPK1_POLE_0093_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0008,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.9318,-1.3684943,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,08d4d432-905a-417e-8377-4f34c2c2dda2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0093_SPL16_0001,SO18BPK1_POLE_0093_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0008,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.9318,-1.3684943,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,cad08725-7fcb-4e9e-a32e-6564d6e9783c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_CAB_0003_SPL8_0006,SO18BPK1_CAB_0003_SPL8_0006,Default,SOTN001_OLT_0102,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924828,-1.3797977,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,c9e6a8a2-cd70-4c44-b650-d551fefa1e7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0086_SPL16_0002,SO18BPK1_POLE_0086_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0006,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924347,-1.3722237,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,2a5bd3ac-4ad4-4cc9-a393-99a130012e7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0088_SPL16_0001,SO18BPK1_POLE_0088_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0006,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.928284,-1.374803,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,4570bf4f-294d-4315-9386-ae8cd1aa18b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0085_SPL16_0002,SO18BPK1_POLE_0085_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0006,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924015,-1.3734376,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,2b6a91d2-22f9-4203-989c-9c40c2c09e08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0087_SPL16_0001,SO18BPK1_POLE_0087_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0006,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92486,-1.3697695,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,ecbf8e36-e6c3-4747-923b-6542e8fbf75f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0088_SPL16_0002,SO18BPK1_POLE_0088_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0006,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.928284,-1.374803,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,dd2ca1d4-6b5b-4376-8dfa-249aca7cf727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0085_SPL16_0001,SO18BPK1_POLE_0085_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0006,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924015,-1.3734376,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,62f31dba-44f9-4dd7-a5a3-025edaab94e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0087_SPL16_0002,SO18BPK1_POLE_0087_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0006,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92486,-1.3697695,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,01946bea-53c1-4c79-a0fd-24122ca2396b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0086_SPL16_0001,SO18BPK1_POLE_0086_SPL16_0001,Default,SO18BPK1_CAB_0003_SPL8_0006,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924347,-1.3722237,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,8e81ca00-e157-47b6-9702-7a6c05c482ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_CAB_0003_SPL8_0004,SO18BPK1_CAB_0003_SPL8_0004,Default,SOTN001_OLT_0102,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.924828,-1.3797977,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,1e4b0adf-e2c2-4364-9462-3608e5db742b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO18BPK1_POLE_0077_SPL16_0002,SO18BPK1_POLE_0077_SPL16_0002,Default,SO18BPK1_CAB_0003_SPL8_0004,southamptonGPONLargeStatic,254.0.0.1,N,,,,,,,50.92639,-1.3691227,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericBox/FiberSplitter,b4c304e6-375f-4914-b888-8bfd101bc852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
